"product_id","product_name","last_category","actual_price","rating","rating_count"
"B0B14MR9L1","Samsung Galaxy M33 5G (Emerald Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus | Travel Adapter to be Purchased Separately","Smartphones","24999.00","4.0","22318"
"B0B4F2TTTS","Samsung Galaxy M13 (Aqua Green, 4GB, 64GB Storage) | 6000mAh Battery | Upto 8GB RAM with RAM Plus","Smartphones","14999.00","4.0","18998"
"B0B4F2XCK3","Samsung Galaxy M13 (Aqua Green, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus","Smartphones","17999.00","4.0","18998"
"B08VB57558","Samsung Galaxy S20 FE 5G (Cloud Navy, 8GB RAM, 128GB Storage) with No Cost EMI & Additional Exchange Offers","Smartphones","74999.00","4.0","27790"
"B0B4F2ZWL3","Samsung Galaxy M13 (Stardust Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus","Smartphones","17999.00","4.0","18998"
"B0B4F3QNDM","Samsung Galaxy M13 5G (Aqua Green, 6GB, 128GB Storage) | 5000mAh Battery | Upto 12GB RAM with RAM Plus","Smartphones","19499.00","4.0","18998"
"B0B4F4QZ1H","Samsung Galaxy M13 5G (Stardust Brown, 6GB, 128GB Storage) | 5000mAh Battery | Upto 12GB RAM with RAM Plus","Smartphones","19499.00","4.0","18998"
"B0B4F52B5X","Samsung Galaxy M13 (Midnight Blue, 4GB, 64GB Storage) | 6000mAh Battery | Upto 8GB RAM with RAM Plus","Smartphones","14999.00","4.0","18998"
"B0B4F5L738","Samsung Galaxy M13 5G (Aqua Green, 6GB, 128GB Storage) | 5000mAh Battery | Upto 12GB RAM with RAM Plus","Smartphones","19499.00","4.0","18998"
"B0BBN3WF7V","Redmi A1 (Light Green, 2GB RAM 32GB ROM) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12","Smartphones","8999.00","4.0","7807"
"B0BBN4DZBD","Redmi A1 (Light Blue, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12","Smartphones","8999.00","4.0","7807"
"B0BBN56J5H","Redmi A1 (Black, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12","Smartphones","8999.00","4.0","7807"
"B0BD3T6Z1D","Samsung Galaxy M32 Prime Edition (Light Blue, 4GB RAM, 64GB)","Smartphones","13499.00","4.0","56098"
"B0BMGB2TPR","Samsung Galaxy M04 Light Green, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery","Smartphones","11999.00","4.0","284"
"B0BMGB3CH9","Samsung Galaxy M04 Dark Blue, 4GB RAM, 64GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery","Smartphones","11999.00","4.0","284"
"B0BMGG6NKT","Samsung Galaxy M04 Dark Blue, 4GB RAM, 128GB Storage | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery","Smartphones","13499.00","4.0","284"
"B0B4F1YC3J","Samsung Galaxy M13 5G (Aqua Green, 6GB, 128GB Storage) | 5000mAh Battery | Upto 12GB RAM with RAM Plus","Smartphones","19499.00","4.0","18998"
"B09TWH8YHM","Samsung Galaxy M33 5G (Emerald Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus | Travel Adapter to be Purchased Separately","Smartphones","24999.00","4.0","22318"
"B09HQSV46W","Mi 100 cm (40 inches) Horizon Edition Full HD Android LED TV 4A | L40M6-EI (Black)","SmartTelevisions","29999.00","4.0","32840"
"B08Y55LPBF","Redmi 126 cm (50 inches) 4K Ultra HD Android Smart LED TV X50 | L50M6-RA (Black)","SmartTelevisions","44999.00","4.0","45238"
"B09MJ77786","MI 108 cm (43 inches) 5X Series 4K Ultra HD LED Smart Android TV L43M6-ES (Grey)","SmartTelevisions","49999.00","4.0","21252"
"B095JPKPH3","OnePlus 163.8 cm (65 inches) U Series 4K LED Smart Android TV 65U1S (Black)","SmartTelevisions","69999.00","4.0","6753"
"B08PZ6HZLT","VW 80 cm (32 inches) HD Ready Android Smart LED TV VW32PRO (Black)","SmartTelevisions","18999.00","4.0","6347"
"B08CS3BT4L","Kodak 80 cm (32 inches) HD Ready Certified Android LED TV 32HDX7XPRO (Black)","SmartTelevisions","12999.00","4.0","6088"
"B095JQVC7N","OnePlus 138.7 cm (55 inches) U Series 4K LED Smart Android TV 55U1S (Black)","SmartTelevisions","59999.00","4.0","6753"
"B099K9ZX65","Hisense 108 cm (43 inches) 4K Ultra HD Smart Certified Android LED TV 43A6GE (Black)","SmartTelevisions","44990.00","4.0","1259"
"B09ZPJT8B2","TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32S615 (Black)","SmartTelevisions","31990.00","4.0","64"
"B084872DQY","Mi 80 cm (32 inches) HD Ready Android Smart LED TV 4A PRO | L32M5-AL (Black)","SmartTelevisions","14999.00","4.0","27508"
"B09ZPM4C2C","TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32S5205 (Black)","SmartTelevisions","30990.00","4.0","398"
"B09PLD9TCD","Kodak 126 cm (50 inches) Bezel-Less Design Series 4K Ultra HD Smart Android LED TV 50UHDX7XPROBL (Black)","SmartTelevisions","42999.00","4.0","1510"
"B09DSXK8JX","Kodak 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32HDX7XPROBL (Black)","SmartTelevisions","19499.00","4.0","1510"
"B08FD2VSD9","TCL 108 cm (43 inches) 4K Ultra HD Certified Android Smart LED TV 43P615 (Black)","SmartTelevisions","51990.00","4.0","2951"
"B09F9YQQ7B","Redmi 80 cm (32 inches) Android 11 Series HD Ready Smart LED TV | L32M6-RA/L32M7-RA (Black)","SmartTelevisions","24999.00","4.0","45237"
"B09JPC82QC","Mi 108 cm (43 inches) Full HD Android LED TV 4C | L43M6-INC (Black)","SmartTelevisions","34999.00","4.0","27151"
"B0B1YVCJ2Y","Acer 80 cm (32 inches) I Series HD Ready Android Smart LED TV AR32AR2841HDFL (Black)","SmartTelevisions","19990.00","4.0","4703"
"B0B1YY6JJL","Acer 109 cm (43 inches) I Series 4K Ultra HD Android Smart LED TV AR43AR2851UDFL (Black)","SmartTelevisions","34990.00","4.0","4703"
"B0B1YZ9CB8","Acer 139 cm (55 inches) I Series 4K Ultra HD Android Smart LED TV AR55AR2851UDFL (Black)","SmartTelevisions","47990.00","4.0","4703"
"B0B1YZX72F","Acer 127 cm (50 inches) I Series 4K Ultra HD Android Smart LED TV AR50AR2851UDFL (Black)","SmartTelevisions","40990.00","4.0","4703"
"B0B21XL94T","Toshiba 108 cm (43 inches) V Series Full HD Smart Android LED TV 43V35KP (Silver)","SmartTelevisions","34990.00","4.0","1657"
"B0B3MMYHYW","OnePlus 126 cm (50 inches) Y Series 4K Ultra HD Smart Android LED TV 50Y1S Pro (Black)","SmartTelevisions","45999.00","4.0","7298"
"B09NNGHG22","Sansui 140cm (55 inches) 4K Ultra HD Certified Android LED TV with Dolby Audio & Dolby Vision JSW55ASUHD (Mystique Black)","SmartTelevisions","56790.00","4.0","567"
"B09RWQ7YR6","MI 138.8 cm (55 inches) 5X Series 4K Ultra HD LED Smart Android TV L55M6-ES (Grey)","SmartTelevisions","69999.00","4.0","21252"
"B09T3KB6JZ","TCL 100 cm (40 inches) Full HD Certified Android R Smart LED TV 40S6505 (Black)","SmartTelevisions","40990.00","4.0","6659"
"B09Q5P2MT3","OnePlus 108 cm (43 inches) Y Series Full HD Smart Android LED TV 43 Y1S (Black)","SmartTelevisions","31999.00","4.0","34899"
"B09Q5SWVBJ","OnePlus 80 cm (32 inches) Y Series HD Ready Smart Android LED TV 32 Y1S (Black)","SmartTelevisions","21999.00","4.0","34899"
"B09VCHLSJF","OnePlus 108 cm (43 inches) Y Series 4K Ultra HD Smart Android LED TV 43Y1S Pro (Black)","SmartTelevisions","39999.00","4.0","7298"
"B0B6F7LX4C","MI 80 cm (32 inches) 5A Series HD Ready Smart Android LED TV L32M7-5AIN (Black)","SmartTelevisions","24999.00","4.0","32840"
"B0B6F8HHR6","MI 108 cm (43 inches) 5A Series Full HD Smart Android LED TV L43M7-EAIN (Black)","SmartTelevisions","35999.00","4.0","32840"
"B0B6F98KJJ","MI 100 cm (40 inches) 5A Series Full HD Smart Android LED TV with 24W Dolby Audio & Metal Bezel-Less Frame (Black) (2022 Model)","SmartTelevisions","29999.00","4.0","32840"
"B08B42LWKN","OnePlus 80 cm (32 inches) Y Series HD Ready LED Smart Android TV 32Y1 (Black)","SmartTelevisions","19999.00","4.0","34899"
"B0B8CXTTG3","MI 80 cm (32 inches) HD Ready Smart Android LED TV 5A Pro | L32M7-EAIN (Black)","SmartTelevisions","25999.00","4.0","32840"
"B0B9959XF3","Acer 80 cm (32 inches) S Series HD Ready Android Smart LED TV AR32AR2841HDSB (Black)","SmartTelevisions","22990.00","4.0","1611"
"B0B997FBZT","Acer 139 cm (55 inches) H Series 4K Ultra HD Android Smart LED TV AR55AR2851UDPRO (Black)","SmartTelevisions","49990.00","4.0","1611"
"B09RFC46VP","Redmi 108 cm (43 inches) 4K Ultra HD Android Smart LED TV X43 | L43R7-7AIN (Black)","SmartTelevisions","42999.00","4.0","45238"
"B0B16KD737","VW 80 cm (32 inches) Playwall Frameless Series HD Ready Android Smart LED TV VW3251 (Black)","SmartTelevisions","15999.00","4.0","592"
"B0BC9BW512","Acer 100 cm (40 inches) P Series Full HD Android Smart LED TV AR40AR2841FDFL (Black)","SmartTelevisions","24990.00","4.0","4702"
"B0B298D54H","Prolet Classic Bumper Case Cover for Samsung Galaxy Watch 4 44mm TPU Plated Full Screen Protector (Black)","SmartWatches","999.00","3.0","465"
"B09DG9VNWB","Samsung Galaxy Watch4 Bluetooth(4.4 cm, Black, Compatible with Android only)","SmartWatches","29999.00","4.0","4744"
"B07GXHC691","STRIFF PS2_01 Multi Angle Mobile/Tablet Tabletop Stand. Phone Holder for iPhone, Android, Samsung, OnePlus, Xiaomi. Portable, Foldable Cell Phone Stand. Perfect for Bed, Office, Home & Desktop (Black)","Stands","499.00","4.0","42641"
"B09VZBGL1N","STRIFF Multi Angle Tablet/Mobile Stand. Holder for iPhone, Android, Samsung, OnePlus, Xiaomi. Portable,Foldable Stand.Perfect for Bed,Office, Home,Gift and Desktop (Black)","Stands","499.00","4.0","2451"
"B09Y14JLP3","STRIFF UPH2W Multi Angle Tablet/Mobile Stand. Holder for iPhone, Android, Samsung, OnePlus, Xiaomi. Portable,Foldable Stand.Perfect for Bed,Office, Home,Gift and Desktop (White)","Stands","499.00","4.0","2451"
"B08CTNJ985","Wayona USB Type C 65W Fast Charging 2M/6Ft Long Flash Charge Cable 3A QC 3.0 Data Cable Compatible with Samsung Galaxy S21 S10 S9 S8, iQOO Z3, Vivo, Note 10 9 8, A20e A40 A50 A70, Moto G7 G8 (2M, Grey)","USBCables","999.00","4.0","2651"
"B08G1RW2Q3","EYNK Extra Long Micro USB Fast Charging USB Cable | Micro USB Data Cable | Quick Fast Charging Cable | Charger Sync Cable | High Speed Transfer Android Smartphones V8 Cable (2.4 Amp, 3m,) (White)","USBCables","799.00","4.0","151"
"B08H5L8V1L","Synqe USB Type C Fast Charging Cable 2M Charger Cord Data Cable Compatible with Samsung Galaxy M51,Galaxy M31S, S10e S10 S9 S20 Plus, Note10 9 8,M40 A50 A70, Redmi Note 9, Moto G7, Poco F1 (2M, Grey)","USBCables","1099.00","4.0","3049"
"B08NW8GHCJ","Synqe USB C to USB C 60W Nylon Braided Fast Charging Type C to Type C Cable Compatible with Samsung Galaxy Note 20/Ultra, S20 S22 S21 S20 FE A73 A53 A33 (2M, Black)","USBCables","999.00","4.0","838"
"B08PSQRW2T","Zoul Type C to Type C Fast Charging Cable 65W 2M/6ft USB C Nylon Braided Cord Compatible with MacBook Oneplus 9 9R Samsung Galaxy S21 Ultra S20+ (2M, Black)","USBCables","1099.00","4.0","2685"
"B08PSVBB2X","Zoul USB C to USB C Fast Charging Cable 65W Type C to Type C Nylon Braided Cord Compatible with Macbook Oneplus 9 10R Samsung Galaxy S22 S21 Ultra Z Flip3 Macbook Air/Pro M1 Google Pixel 11'' iPad Pro 2020/2018 (2M, Grey)","USBCables","1099.00","4.0","2685"
"B08QSC1XY8","Zoul USB C 60W Fast Charging 3A 6ft/2M Long Type C Nylon Braided Data Cable Quick Charger Cable QC 3.0 for Samsung Galaxy M31S M30 S10 S9 S20 Plus, Note 10 9 8, A20e A40 A50 A70 (2M, Grey)","USBCables","1099.00","4.0","974"
"B08QSDKFGQ","Zoul USB Type C Fast Charging 3A Nylon Braided Data Cable Quick Charger Cable QC 3.0 for Samsung Galaxy M31s M30 S10 S9 S20 Plus, Note 10 9 8, A20e A40 A50 A70 (1M, Grey)","USBCables","1099.00","4.0","974"
"B08R69VDHT","Pinnaclz Original Combo of 2 Micro USB Fast Charging Cable, USB Charging Cable for Data Transfer Perfect for Android Smart Phones White 1.2 Meter Made in India (Pack of 2)","USBCables","499.00","4.0","7732"
"B08RP2L2NL","King Shine Multi Retractable 3.0A Fast Charger Cord, Multiple Charging Cable 4Ft/1.2m 3-in-1 USB Charge Cord Compatible with Phone/Type C/Micro USB for All Android and iOS Smartphones (Random Colour)","USBCables","999.00","3.0","1121"
"B08V9C4B1J","Synqe Type C to Type C Short Fast Charging 60W Cable Compatible with Samsung Galaxy Z Fold3 5G, Z Flip3 5G, S22 5G, S22 Ultra, S21, S20, S20FE, A52, A73, A53 (0.25M, Black)","USBCables","999.00","4.0","838"
"B081FJWN52","Wayona Usb Type C To Usb Nylon Braided Quick Charger Fast Charging Short Cable For Smartphone (Samsung Galaxy S21/S20/S10/S9/S9+/Note 9/S8/Note 8, Lg G7 G5 G6, Moto G6 G7) (0.25M,Grey)","USBCables","999.00","4.0","6255"
"B0711PVX6Z","AmazonBasics Micro USB Fast Charging Cable for Android Phones with Gold Plated Connectors (3 Feet, Black)","USBCables","500.00","4.0","92595"
"B0B5F3YZY4","Wayona 3in1 Nylon Braided 66W USB Fast Charging Cable with Type C, Lightening and Micro USB Port, Compatible with iPhone, iPad, Samsung Galaxy, OnePlus, Mi, Oppo, Vivo, iQOO, Xiaomi (1M, Black)","USBCables","1099.00","4.0","242"
"B07232M876","Amazonbasics Micro Usb Fast Charging Cable For Android Smartphone,Personal Computer,Printer With Gold Plated Connectors (6 Feet, Black)","USBCables","395.00","4.0","92595"
"B07F1P8KNV","Wayona Nylon Braided Usb Type C 3Ft 1M 3A Fast Charger Cable For Samsung Galaxy S9 S8 (Wc3Cb1, Black)","USBCables","1099.00","4.0","10576"
"B07GVGTSLN","Wayona Usb Type C Fast Charger Cable Fast Charging Usb C Cable/Cord Compatible For Samsung Galaxy S10E S10 S9 S8 Plus S10+,Note 10 Note 9 Note 8,S20,M31S,M40,Realme X3,Pixel 2 Xl (3 Ft Pack Of 1,Grey)","USBCables","1299.00","4.0","10576"
"B07XJYYH7L","Wecool Nylon Braided Multifunction Fast Charging Cable For Android Smartphone, Ios And Type C Usb Devices, 3 In 1 Charging Cable, 3A, (3 Feet) (Black)","USBCables","999.00","3.0","9792"
"B08WKFSN84","Wayona Type C To Type C 65W/3.25A Nylon Braided Fast Charging Cable Compatible For Laptop, Macbook, Samsung Galaxy M33 M53 M51 S20 Ultra, A71, A53, A51, Ipad Pro 2018 (1M, Grey)","USBCables","1099.00","4.0","2806"
"B081FG1QYX","Wayona Type C Cable Nylon Braided USB C QC 3.0 Fast Charging Short Power Bank Cable for Samsung Galaxy S10e/S10+/S10/S9/S9+/Note 9/S8/Note 8, LG G7 G5 G6, Moto G6 G7 (0.25M, Black)","USBCables","999.00","4.0","6255"
"B08CT62BM1","Wayona USB Type C Fast Charging Cable Charger Cord 3A QC 3.0 Data Cable Compatible with Samsung Galaxy S10e S10 S9 S8 S20 Plus, Note 10 9 8, M51 A40 A50 A70, Moto G7 G8 (1M, Grey)","USBCables","999.00","4.0","2651"
"B0B86CDHL1","oraimo 65W Type C to C Fast Charging Cable USB C to USB C Cable High Speed Syncing, Nylon Braided 1M length with LED Indicator Compatible For Laptop, Macbook, Samsung Galaxy S22 S20 S10 S20Fe S21 S21 Ultra A70 A51 A71 A50S M31 M51 M31S M53 5G","USBCables","899.00","4.0","149"
"B08VS3YLRK","Portronics Adapto 20 Type C 20W Fast PD/Type C Adapter Charger with Fast Charging for iPhone 12/12 Pro/12 Mini/12 Pro Max/11/XS/XR/X/8/Plus, iPad Pro/Air/Mini, Galaxy 10/9/8 (Adapter Only) White","WallChargers","1499.00","4.0","8599"
"B09T37CKQ5","FLiX Usb Charger,Flix (Beetel) Bolt 2.4 Dual Poart,5V/2.4A/12W Usb Wall Charger Fast Charging,Adapter For Android/Iphone 11/Xs/Xs Max/Xr/X/8/7/6/Plus,Ipad Pro/Air 2/Mini 3/4,Samsung S4/S5 & More-Black","WallChargers","599.00","3.0","2147"
"B078G6ZF5Z","Oraimo 18W USB & Type-C Dual Output Super Fast Charger Wall Adapter PE2.0&Quick Charge 3.0 & Power Delivery 3.0 Compatible for iPhone 13/13 Mini/13 Pro Max/12/12 Pro Max, iPad Mini/Pro, Pixel, Galaxy, Airpods Pro","WallChargers","1199.00","4.0","14403"
"B09TP5KBN7","pTron Volta Dual Port 12W Smart USB Charger Adapter, Multi-Layer Protection, Made in India, BIS Certified, Fast Charging Power Adaptor Without Cable for All iOS & Android Devices (Black)","WallChargers","1099.00","4.0","3197"
