order_id,customer_age,membership,channel,price,quantity,amount,region_경기,region_대구,region_부산,region_서울,region_인천,category_가전,category_도서,category_뷰티,category_식품,category_패션,customer_age_scaled,price_scaled,quantity_scaled,amount_scaled
O00043,19,1,1,29900.0,2,59800.0,0,0,0,1,0,0,0,1,0,0,-1.3333333333333333,0.0,1.0,0.2857142857142857
O00044,27,0,1,89900.0,1,89900.0,0,1,0,0,0,0,0,0,1,0,-0.6666666666666666,2.0,0.0,0.7157142857142857
O00045,25,3,0,29900.0,3,89700.0,0,0,0,1,0,0,0,0,0,1,-0.8333333333333334,0.0,2.0,0.7128571428571429
O00046,41,0,0,89900.0,1,89900.0,0,0,1,0,0,0,0,1,0,0,0.5,2.0,0.0,0.7157142857142857
O00047,42,2,1,249900.0,1,249900.0,0,0,0,1,0,1,0,0,0,0,0.5833333333333334,7.333333333333333,0.0,3.0014285714285713
O00048,37,1,1,9900.0,1,9900.0,1,0,0,0,0,0,0,1,0,0,0.16666666666666666,-0.6666666666666666,0.0,-0.42714285714285716
O00049,24,0,1,49900.0,2,99800.0,1,0,0,0,0,0,0,1,0,0,-0.9166666666666666,0.6666666666666666,1.0,0.8571428571428571
O00050,51,1,1,49900.0,2,99800.0,0,0,0,1,0,0,0,0,0,1,1.3333333333333333,0.6666666666666666,1.0,0.8571428571428571
O00051,31,3,1,249900.0,1,249900.0,0,1,0,0,0,0,1,0,0,0,-0.3333333333333333,7.333333333333333,0.0,3.0014285714285713
O00052,40,1,1,249900.0,1,249900.0,0,0,1,0,0,0,1,0,0,0,0.4166666666666667,7.333333333333333,0.0,3.0014285714285713
O00053,35,2,1,49900.0,1,49900.0,0,1,0,0,0,0,1,0,0,0,0.0,0.6666666666666666,0.0,0.1442857142857143
O00054,37,2,1,19900.0,2,,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,-0.3333333333333333,1.0,
O00055,40,0,0,49900.0,2,99800.0,1,0,0,0,0,0,0,0,0,1,0.4166666666666667,0.6666666666666666,1.0,0.8571428571428571
O00056,29,0,0,9900.0,1,9900.0,0,1,0,0,0,0,0,0,1,0,-0.5,-0.6666666666666666,0.0,-0.42714285714285716
O00057,47,1,0,49900.0,1,49900.0,0,0,0,1,0,0,0,1,0,0,1.0,0.6666666666666666,0.0,0.1442857142857143
O00058,21,0,1,129900.0,3,389700.0,0,0,0,1,0,0,0,1,0,0,-1.1666666666666667,3.3333333333333335,2.0,4.998571428571428
O00059,26,2,1,19900.0,3,59700.0,0,0,0,1,0,0,0,0,0,1,-0.75,-0.3333333333333333,2.0,0.2842857142857143
O00060,47,3,0,29900.0,1,29900.0,0,0,0,1,0,1,0,0,0,0,1.0,0.0,0.0,-0.14142857142857143
O00061,40,0,1,19900.0,1,19900.0,0,0,0,1,0,0,0,1,0,0,0.4166666666666667,-0.3333333333333333,0.0,-0.2842857142857143
O00062,58,0,1,19900.0,1,19900.0,0,0,0,1,0,1,0,0,0,0,1.9166666666666667,-0.3333333333333333,0.0,-0.2842857142857143
O00063,36,2,0,19900.0,3,59700.0,0,0,0,0,1,1,0,0,0,0,0.08333333333333333,-0.3333333333333333,2.0,0.2842857142857143
O00064,50,0,0,49900.0,2,99800.0,0,0,0,1,0,0,1,0,0,0,1.25,0.6666666666666666,1.0,0.8571428571428571
O00065,18,2,0,129900.0,1,129900.0,0,0,0,1,0,0,0,0,0,1,-1.4166666666666667,3.3333333333333335,0.0,1.2871428571428571
O00066,22,0,1,129900.0,1,129900.0,1,0,0,0,0,1,0,0,0,0,-1.0833333333333333,3.3333333333333335,0.0,1.2871428571428571
O00067,43,1,1,9900.0,2,19800.0,0,0,0,1,0,0,0,0,0,1,0.6666666666666666,-0.6666666666666666,1.0,-0.2857142857142857
O00068,19,0,0,89900.0,3,269700.0,0,0,0,0,1,0,1,0,0,0,-1.3333333333333333,2.0,2.0,3.2842857142857143
O00069,33,1,1,49900.0,3,149700.0,0,0,0,1,0,0,0,0,0,1,-0.16666666666666666,0.6666666666666666,2.0,1.57
O00070,46,0,0,19900.0,1,19900.0,0,1,0,0,0,0,0,1,0,0,0.9166666666666666,-0.3333333333333333,0.0,-0.2842857142857143
O00071,40,1,0,9900.0,1,9900.0,0,0,1,0,0,1,0,0,0,0,0.4166666666666667,-0.6666666666666666,0.0,-0.42714285714285716
O00072,35,0,0,19900.0,1,19900.0,0,0,0,1,0,0,0,0,0,1,0.0,-0.3333333333333333,0.0,-0.2842857142857143
O00073,31,1,1,129900.0,2,259800.0,0,0,0,1,0,0,0,0,1,0,-0.3333333333333333,3.3333333333333335,1.0,3.142857142857143
O00074,37,2,1,29900.0,2,59800.0,0,0,0,0,1,0,0,0,0,1,0.16666666666666666,0.0,1.0,0.2857142857142857
O00075,40,0,0,49900.0,1,49900.0,0,0,1,0,0,1,0,0,0,0,0.4166666666666667,0.6666666666666666,0.0,0.1442857142857143
O00076,29,0,0,19900.0,1,19900.0,0,0,1,0,0,0,1,0,0,0,-0.5,-0.3333333333333333,0.0,-0.2842857142857143
O00077,38,0,0,49900.0,1,49900.0,0,0,1,0,0,0,1,0,0,0,0.25,0.6666666666666666,0.0,0.1442857142857143
O00078,45,1,1,9900.0,1,9900.0,0,0,0,1,0,1,0,0,0,0,0.8333333333333334,-0.6666666666666666,0.0,-0.42714285714285716
O00079,33,1,1,19900.0,3,59700.0,0,0,0,1,0,0,0,1,0,0,-0.16666666666666666,-0.3333333333333333,2.0,0.2842857142857143
O00080,36,1,0,29900.0,3,89700.0,0,0,0,1,0,0,0,1,0,0,0.08333333333333333,0.0,2.0,0.7128571428571429
O00081,39,0,0,9900.0,1,9900.0,0,0,0,0,1,0,1,0,0,0,0.3333333333333333,-0.6666666666666666,0.0,-0.42714285714285716
O00082,40,0,0,89900.0,1,89900.0,1,0,0,0,0,0,1,0,0,0,0.4166666666666667,2.0,0.0,0.7157142857142857
O00083,43,1,1,19900.0,1,19900.0,0,0,0,1,0,1,0,0,0,0,0.6666666666666666,-0.3333333333333333,0.0,-0.2842857142857143
O00084,26,0,0,49900.0,3,149700.0,0,0,0,1,0,0,0,1,0,0,-0.75,0.6666666666666666,2.0,1.57
O00085,30,3,0,19900.0,1,19900.0,0,0,0,1,0,0,1,0,0,0,-0.4166666666666667,-0.3333333333333333,0.0,-0.2842857142857143
O00086,31,0,0,29900.0,2,59800.0,0,0,0,1,0,0,0,1,0,0,-0.3333333333333333,0.0,1.0,0.2857142857142857
O00087,27,1,1,9900.0,1,9900.0,0,0,1,0,0,0,1,0,0,0,-0.6666666666666666,-0.6666666666666666,0.0,-0.42714285714285716
O00088,19,0,1,9900.0,2,,1,0,0,0,0,0,0,0,0,1,-1.3333333333333333,-0.6666666666666666,1.0,
O00089,6,0,0,129900.0,2,,0,0,0,0,1,0,0,0,1,0,-2.4166666666666665,3.3333333333333335,1.0,
O00090,46,1,1,19900.0,1,19900.0,1,0,0,0,0,0,0,0,0,1,0.9166666666666666,-0.3333333333333333,0.0,-0.2842857142857143
O00091,21,1,1,89900.0,1,89900.0,0,0,0,1,0,0,1,0,0,0,-1.1666666666666667,2.0,0.0,0.7157142857142857
O00092,49,3,0,249900.0,1,249900.0,0,0,1,0,0,0,0,0,1,0,1.1666666666666667,7.333333333333333,0.0,3.0014285714285713
O00093,42,0,1,19900.0,3,59700.0,0,0,1,0,0,0,0,0,1,0,0.5833333333333334,-0.3333333333333333,2.0,0.2842857142857143
O00094,31,0,0,19900.0,1,,1,0,0,0,0,0,1,0,0,0,-0.3333333333333333,-0.3333333333333333,0.0,
O00095,41,1,1,49900.0,3,149700.0,0,0,1,0,0,0,1,0,0,0,0.5,0.6666666666666666,2.0,1.57
O00096,39,1,0,249900.0,3,749700.0,1,0,0,0,0,0,0,1,0,0,0.3333333333333333,7.333333333333333,2.0,10.141428571428571
O00097,25,0,0,129900.0,2,259800.0,1,0,0,0,0,0,1,0,0,0,-0.8333333333333334,3.3333333333333335,1.0,3.142857142857143
O00098,35,0,1,29900.0,3,89700.0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,2.0,0.7128571428571429
O00099,26,0,1,49900.0,3,149700.0,0,0,0,1,0,0,1,0,0,0,-0.75,0.6666666666666666,2.0,1.57
O00100,41,2,1,9900.0,2,19800.0,0,0,0,1,0,1,0,0,0,0,0.5,-0.6666666666666666,1.0,-0.2857142857142857
O00101,29,0,1,249900.0,1,249900.0,0,0,0,1,0,0,1,0,0,0,-0.5,7.333333333333333,0.0,3.0014285714285713
O00102,34,0,0,249900.0,1,249900.0,1,0,0,0,0,0,0,1,0,0,-0.08333333333333333,7.333333333333333,0.0,3.0014285714285713
O00103,34,0,0,9900.0,2,,0,0,0,1,0,1,0,0,0,0,-0.08333333333333333,-0.6666666666666666,1.0,
O00104,36,0,1,19900.0,3,59700.0,1,0,0,0,0,0,0,0,0,1,0.08333333333333333,-0.3333333333333333,2.0,0.2842857142857143
O00105,50,0,1,9900.0,1,9900.0,0,1,0,0,0,1,0,0,0,0,1.25,-0.6666666666666666,0.0,-0.42714285714285716
O00106,33,1,1,19900.0,2,39800.0,0,0,0,1,0,0,0,1,0,0,-0.16666666666666666,-0.3333333333333333,1.0,0.0
O00107,46,0,0,89900.0,1,89900.0,1,0,0,0,0,1,0,0,0,0,0.9166666666666666,2.0,0.0,0.7157142857142857
O00108,39,2,1,19900.0,2,39800.0,0,0,1,0,0,0,1,0,0,0,0.3333333333333333,-0.3333333333333333,1.0,0.0
O00109,48,0,0,9900.0,1,9900.0,0,0,0,1,0,0,1,0,0,0,1.0833333333333333,-0.6666666666666666,0.0,-0.42714285714285716
O00110,32,1,0,19900.0,1,19900.0,0,0,0,1,0,0,0,1,0,0,-0.25,-0.3333333333333333,0.0,-0.2842857142857143
O00111,41,2,0,249900.0,1,249900.0,0,0,0,1,0,0,0,0,1,0,0.5,7.333333333333333,0.0,3.0014285714285713
O00112,34,1,1,29900.0,1,29900.0,0,0,0,1,0,0,1,0,0,0,-0.08333333333333333,0.0,0.0,-0.14142857142857143
O00113,8,1,0,19900.0,1,19900.0,0,1,0,0,0,0,0,0,0,1,-2.25,-0.3333333333333333,0.0,-0.2842857142857143
O00114,25,0,1,9900.0,3,29700.0,0,0,0,0,1,0,0,1,0,0,-0.8333333333333334,-0.6666666666666666,2.0,-0.1442857142857143
O00115,40,0,1,249900.0,2,499800.0,1,0,0,0,0,1,0,0,0,0,0.4166666666666667,7.333333333333333,1.0,6.571428571428571
O00116,40,1,0,89900.0,2,179800.0,0,0,0,0,1,1,0,0,0,0,0.4166666666666667,2.0,1.0,2.0
O00117,23,3,0,19900.0,2,39800.0,0,0,0,0,1,0,0,0,0,1,-1.0,-0.3333333333333333,1.0,0.0
O00118,37,1,1,9900.0,1,9900.0,0,0,0,1,0,0,1,0,0,0,0.16666666666666666,-0.6666666666666666,0.0,-0.42714285714285716
O00119,40,1,1,9900.0,1,9900.0,0,0,0,0,1,0,0,1,0,0,0.4166666666666667,-0.6666666666666666,0.0,-0.42714285714285716
O00120,35,1,1,9900.0,1,9900.0,1,0,0,0,0,0,0,0,0,1,0.0,-0.6666666666666666,0.0,-0.42714285714285716
O00121,42,0,1,29900.0,3,89700.0,0,0,0,0,1,0,1,0,0,0,0.5833333333333334,0.0,2.0,0.7128571428571429
O00122,40,0,1,129900.0,1,129900.0,0,0,0,0,1,0,0,1,0,0,0.4166666666666667,3.3333333333333335,0.0,1.2871428571428571
O00123,35,1,1,29900.0,1,29900.0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,-0.14142857142857143
O00124,,3,1,89900.0,2,,0,0,0,1,0,0,0,1,0,0,,2.0,1.0,
O00125,44,0,0,19900.0,1,19900.0,0,0,0,1,0,0,0,0,1,0,0.75,-0.3333333333333333,0.0,-0.2842857142857143
O00126,39,1,0,49900.0,2,99800.0,1,0,0,0,0,0,0,1,0,0,0.3333333333333333,0.6666666666666666,1.0,0.8571428571428571
O00127,23,0,0,49900.0,1,49900.0,0,0,0,0,1,0,0,0,1,0,-1.0,0.6666666666666666,0.0,0.1442857142857143
O00128,37,1,1,9900.0,2,19800.0,0,0,0,0,1,0,0,1,0,0,0.16666666666666666,-0.6666666666666666,1.0,-0.2857142857142857
O00129,25,0,0,19900.0,1,19900.0,0,0,0,1,0,0,0,0,1,0,-0.8333333333333334,-0.3333333333333333,0.0,-0.2842857142857143
O00130,26,0,0,29900.0,3,89700.0,1,0,0,0,0,1,0,0,0,0,-0.75,0.0,2.0,0.7128571428571429
O00131,29,2,0,9900.0,1,9900.0,1,0,0,0,0,0,1,0,0,0,-0.5,-0.6666666666666666,0.0,-0.42714285714285716
O00132,35,0,0,19900.0,1,19900.0,0,0,0,1,0,0,0,0,1,0,0.0,-0.3333333333333333,0.0,-0.2842857142857143
O00133,38,1,0,29900.0,1,,0,0,0,1,0,0,0,0,1,0,0.25,0.0,0.0,
O00134,31,2,0,249900.0,1,249900.0,0,0,0,1,0,1,0,0,0,0,-0.3333333333333333,7.333333333333333,0.0,3.0014285714285713
O00135,32,3,1,29900.0,2,59800.0,0,1,0,0,0,0,0,0,1,0,-0.25,0.0,1.0,0.2857142857142857
O00136,30,0,0,89900.0,2,179800.0,0,0,0,1,0,0,0,0,0,1,-0.4166666666666667,2.0,1.0,2.0
O00137,44,0,0,19900.0,3,59700.0,1,0,0,0,0,1,0,0,0,0,0.75,-0.3333333333333333,2.0,0.2842857142857143
O00138,9,0,0,49900.0,1,49900.0,0,0,1,0,0,0,0,0,0,1,-2.1666666666666665,0.6666666666666666,0.0,0.1442857142857143
O00139,32,3,0,29900.0,1,29900.0,0,0,0,1,0,1,0,0,0,0,-0.25,0.0,0.0,-0.14142857142857143
O00140,49,3,1,89900.0,1,,0,1,0,0,0,0,0,0,1,0,1.1666666666666667,2.0,0.0,
O00141,40,1,1,19900.0,1,19900.0,0,1,0,0,0,0,0,0,0,1,0.4166666666666667,-0.3333333333333333,0.0,-0.2842857142857143
O00142,46,2,0,29900.0,1,29900.0,0,0,0,1,0,0,0,0,1,0,0.9166666666666666,0.0,0.0,-0.14142857142857143
O00143,17,1,0,29900.0,1,29900.0,1,0,0,0,0,1,0,0,0,0,-1.5,0.0,0.0,-0.14142857142857143
O00144,24,1,0,19900.0,1,19900.0,0,0,0,1,0,0,0,0,1,0,-0.9166666666666666,-0.3333333333333333,0.0,-0.2842857142857143
O00145,40,0,1,9900.0,1,9900.0,0,0,0,1,0,0,0,0,0,1,0.4166666666666667,-0.6666666666666666,0.0,-0.42714285714285716
O00146,49,2,1,9900.0,1,9900.0,0,0,0,1,0,0,0,0,0,1,1.1666666666666667,-0.6666666666666666,0.0,-0.42714285714285716
O00147,25,0,0,9900.0,2,19800.0,1,0,0,0,0,0,0,0,1,0,-0.8333333333333334,-0.6666666666666666,1.0,-0.2857142857142857
O00148,32,2,0,89900.0,1,89900.0,1,0,0,0,0,0,0,1,0,0,-0.25,2.0,0.0,0.7157142857142857
O00149,39,2,0,19900.0,2,39800.0,0,0,0,1,0,1,0,0,0,0,0.3333333333333333,-0.3333333333333333,1.0,0.0
O00150,22,1,1,19900.0,1,19900.0,0,0,0,1,0,1,0,0,0,0,-1.0833333333333333,-0.3333333333333333,0.0,-0.2842857142857143
O00151,40,0,0,49900.0,1,49900.0,0,1,0,0,0,0,0,0,1,0,0.4166666666666667,0.6666666666666666,0.0,0.1442857142857143
O00152,11,0,1,19900.0,1,19900.0,0,0,0,1,0,0,0,1,0,0,-2.0,-0.3333333333333333,0.0,-0.2842857142857143
O00153,39,0,0,29900.0,1,29900.0,0,0,0,1,0,0,0,0,0,1,0.3333333333333333,0.0,0.0,-0.14142857142857143
O00154,26,0,1,9900.0,2,19800.0,1,0,0,0,0,0,1,0,0,0,-0.75,-0.6666666666666666,1.0,-0.2857142857142857
O00155,31,0,1,129900.0,3,389700.0,0,1,0,0,0,0,1,0,0,0,-0.3333333333333333,3.3333333333333335,2.0,4.998571428571428
O00156,41,3,0,89900.0,2,179800.0,0,0,0,1,0,0,0,0,1,0,0.5,2.0,1.0,2.0
O00157,39,1,0,89900.0,2,179800.0,0,0,1,0,0,0,0,1,0,0,0.3333333333333333,2.0,1.0,2.0
O00158,35,0,1,19900.0,1,19900.0,0,0,1,0,0,0,0,1,0,0,0.0,-0.3333333333333333,0.0,-0.2842857142857143
O00159,44,0,0,49900.0,1,49900.0,0,0,0,1,0,1,0,0,0,0,0.75,0.6666666666666666,0.0,0.1442857142857143
O00160,20,0,1,9900.0,2,19800.0,0,0,1,0,0,0,0,0,0,1,-1.25,-0.6666666666666666,1.0,-0.2857142857142857
O00161,37,1,1,9900.0,2,19800.0,0,0,0,1,0,0,0,1,0,0,0.16666666666666666,-0.6666666666666666,1.0,-0.2857142857142857
O00162,28,1,1,9900.0,2,19800.0,1,0,0,0,0,0,1,0,0,0,-0.5833333333333334,-0.6666666666666666,1.0,-0.2857142857142857
O00163,43,3,1,29900.0,1,29900.0,1,0,0,0,0,0,0,0,0,1,0.6666666666666666,0.0,0.0,-0.14142857142857143
O00164,41,0,0,29900.0,1,29900.0,1,0,0,0,0,0,0,0,0,1,0.5,0.0,0.0,-0.14142857142857143
O00165,42,3,1,29900.0,1,29900.0,0,0,0,1,0,0,0,0,1,0,0.5833333333333334,0.0,0.0,-0.14142857142857143
O00166,50,2,1,9900.0,1,9900.0,0,0,0,0,1,0,0,1,0,0,1.25,-0.6666666666666666,0.0,-0.42714285714285716
O00167,45,0,0,19900.0,1,19900.0,0,0,0,1,0,0,0,0,1,0,0.8333333333333334,-0.3333333333333333,0.0,-0.2842857142857143
O00168,34,3,1,49900.0,2,99800.0,0,0,0,1,0,0,0,1,0,0,-0.08333333333333333,0.6666666666666666,1.0,0.8571428571428571
O00169,35,0,0,19900.0,1,19900.0,0,0,0,1,0,1,0,0,0,0,0.0,-0.3333333333333333,0.0,-0.2842857142857143
O00170,40,2,1,49900.0,1,49900.0,1,0,0,0,0,0,0,0,1,0,0.4166666666666667,0.6666666666666666,0.0,0.1442857142857143
O00171,36,0,0,19900.0,2,,0,0,1,0,0,0,0,0,1,0,0.08333333333333333,-0.3333333333333333,1.0,
O00172,41,2,1,89900.0,3,269700.0,0,0,0,1,0,0,1,0,0,0,0.5,2.0,2.0,3.2842857142857143
O00173,15,2,1,29900.0,1,29900.0,1,0,0,0,0,0,0,0,1,0,-1.6666666666666667,0.0,0.0,-0.14142857142857143
O00174,52,2,1,19900.0,1,19900.0,0,0,0,1,0,0,0,1,0,0,1.4166666666666667,-0.3333333333333333,0.0,-0.2842857142857143
O00175,36,2,1,19900.0,1,19900.0,1,0,0,0,0,0,1,0,0,0,0.08333333333333333,-0.3333333333333333,0.0,-0.2842857142857143
O00176,20,0,1,29900.0,2,59800.0,0,0,0,1,0,0,0,0,1,0,-1.25,0.0,1.0,0.2857142857142857
O00177,27,0,0,89900.0,3,269700.0,0,0,1,0,0,0,0,0,1,0,-0.6666666666666666,2.0,2.0,3.2842857142857143
O00178,16,0,0,19900.0,2,39800.0,0,0,0,1,0,1,0,0,0,0,-1.5833333333333333,-0.3333333333333333,1.0,0.0
O00179,25,0,0,19900.0,3,59700.0,0,1,0,0,0,0,0,0,1,0,-0.8333333333333334,-0.3333333333333333,2.0,0.2842857142857143
O00180,34,1,0,89900.0,3,269700.0,0,0,0,1,0,0,0,0,0,1,-0.08333333333333333,2.0,2.0,3.2842857142857143
O00181,49,0,1,49900.0,1,49900.0,0,0,0,1,0,0,1,0,0,0,1.1666666666666667,0.6666666666666666,0.0,0.1442857142857143
O00182,39,3,1,19900.0,1,19900.0,0,0,0,1,0,0,0,0,0,1,0.3333333333333333,-0.3333333333333333,0.0,-0.2842857142857143
O00183,37,1,1,29900.0,1,29900.0,0,1,0,0,0,0,1,0,0,0,0.16666666666666666,0.0,0.0,-0.14142857142857143
O00184,25,2,1,19900.0,3,59700.0,0,0,0,0,1,1,0,0,0,0,-0.8333333333333334,-0.3333333333333333,2.0,0.2842857142857143
O00185,28,0,0,29900.0,2,59800.0,0,0,0,1,0,0,0,0,1,0,-0.5833333333333334,0.0,1.0,0.2857142857142857
O00186,28,2,0,19900.0,1,19900.0,0,0,1,0,0,0,0,0,1,0,-0.5833333333333334,-0.3333333333333333,0.0,-0.2842857142857143
O00187,29,3,1,249900.0,3,749700.0,0,0,0,0,1,0,0,0,1,0,-0.5,7.333333333333333,2.0,10.141428571428571
O00188,32,0,1,29900.0,1,29900.0,1,0,0,0,0,0,1,0,0,0,-0.25,0.0,0.0,-0.14142857142857143
O00189,33,1,0,29900.0,2,59800.0,1,0,0,0,0,0,0,0,1,0,-0.16666666666666666,0.0,1.0,0.2857142857142857
O00190,32,2,0,29900.0,2,59800.0,0,0,0,1,0,0,0,0,0,1,-0.25,0.0,1.0,0.2857142857142857
O00191,29,0,1,129900.0,3,389700.0,0,0,0,1,0,0,0,0,1,0,-0.5,3.3333333333333335,2.0,4.998571428571428
O00192,36,1,0,89900.0,1,89900.0,0,0,0,0,1,1,0,0,0,0,0.08333333333333333,2.0,0.0,0.7157142857142857
O00193,32,0,0,29900.0,1,29900.0,0,1,0,0,0,0,0,0,0,1,-0.25,0.0,0.0,-0.14142857142857143
O00194,21,0,1,49900.0,3,149700.0,1,0,0,0,0,0,0,0,1,0,-1.1666666666666667,0.6666666666666666,2.0,1.57
O00195,35,0,1,29900.0,1,29900.0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,-0.14142857142857143
O00196,34,0,0,29900.0,2,59800.0,0,0,0,1,0,0,0,1,0,0,-0.08333333333333333,0.0,1.0,0.2857142857142857
O00197,21,0,0,9900.0,1,9900.0,0,0,1,0,0,0,1,0,0,0,-1.1666666666666667,-0.6666666666666666,0.0,-0.42714285714285716
